date,price
2024-03-29,3.476524160656084
2024-03-30,3.464429941930075
2024-03-31,3.499492893560378
2024-04-01,3.587076324289123
2024-04-02,3.5692287611499847
2024-04-03,3.551382183077296
2024-04-04,3.6423365913520023
2024-04-05,3.6845843144454387
2024-04-06,3.6526174906336033
2024-04-07,3.681372732593024
2024-04-08,3.649769310368539
2024-04-09,3.6180271644985864
2024-04-10,3.6287465401368104
2024-04-11,3.5101513648016045
2024-04-12,3.4028579341950858
2024-04-13,3.3653223217848884
2024-04-14,3.3007540939090854
2024-04-15,3.315810573209064
2024-04-16,3.257530768022054
2024-04-17,3.168994185286199
2024-04-18,3.2531347507657546
2024-04-19,3.2357898120808244
2024-04-20,3.236043143706362
2024-04-21,3.1467598918778172
2024-04-22,3.110298567750568
2024-04-23,3.1131555624774228
2024-04-24,3.0402975871763465
2024-04-25,3.059041107621349
2024-04-26,3.019204425570483
2024-04-27,2.997904439927149
2024-04-28,2.9580036825376474
2024-04-29,3.0653420129524465
2024-04-30,3.0607338188124324
2024-05-01,2.9934728024193404
2024-05-02,3.0390271364897945
2024-05-03,2.9619781568357952
2024-05-04,2.9707116118803434
2024-05-05,2.8493330437918187
2024-05-06,2.765843520202175
2024-05-07,2.773856833698585
2024-05-08,2.8143664678425715
2024-05-09,2.820850204058232
2024-05-10,2.8101129464592
2024-05-11,2.788248364068105
2024-05-12,2.6957386839903212
2024-05-13,2.6487496708309015
2024-05-14,2.617312983917577
2024-05-15,2.676941956834974
2024-05-16,2.6937606935533442
2024-05-17,2.5841799235758423
2024-05-18,2.5998266010837923
2024-05-19,2.5729233036030754
2024-05-20,2.52850962292898
2024-05-21,2.5614118396036947
2024-05-22,2.619473450297714
2024-05-23,2.671551896788948
2024-05-24,2.617400484739852
2024-05-25,2.5950493815330415
2024-05-26,2.6111268267615175
2024-05-27,2.6658611737331213
2024-05-28,2.6333123588066663
2024-05-29,2.6183744595510996
2024-05-30,2.5481960004550004
2024-05-31,2.472625242354422
2024-06-01,2.5175784310423364
2024-06-02,2.595154472100848
2024-06-03,2.5870355041502906
2024-06-04,2.6434491173680748
2024-06-05,2.661348918215195
2024-06-06,2.6188433722831497
2024-06-07,2.6367287479579167
2024-06-08,2.7252125812901373
2024-06-09,2.719264658287802
2024-06-10,2.809344916980905
2024-06-11,2.6483618500797825
2024-06-12,2.6938776396865585
2024-06-13,2.695302103125111
2024-06-14,2.6735633014414213
2024-06-15,2.6752705873778138
2024-06-16,2.552218091846022
2024-06-17,2.535239417920034
2024-06-18,2.552867811555001
2024-06-19,2.637743093583754
2024-06-20,2.6028485198315976
2024-06-21,2.5505405430022687
2024-06-22,2.5166367597314587
2024-06-23,2.5677625261378454
2024-06-24,2.583689232061689
2024-06-25,2.5481052591799287
2024-06-26,2.5751029445109923
2024-06-27,2.577129236816137
2024-06-28,2.631449575592373
2024-06-29,2.585528029303994
2024-06-30,2.5620699398523903
2024-07-01,2.5347450900087227
2024-07-02,2.443135832465058
2024-07-03,2.457104688433195
2024-07-04,2.4689696441082507
2024-07-05,2.4654780908510605
2024-07-06,2.447604502192814
2024-07-07,2.358883897014051
2024-07-08,2.3298468169923923
2024-07-09,2.305485585345048
2024-07-10,2.2535505885360134
2024-07-11,2.2400750851803153
2024-07-12,2.2605197759334494
2024-07-13,2.3698925693503443
2024-07-14,2.376568877464517
2024-07-15,2.388223540252145
2024-07-16,2.379958424650437
2024-07-17,2.2692305123882317
2024-07-18,2.272038040517017
2024-07-19,2.280050213769216
2024-07-20,2.432243101174071
2024-07-21,2.425099803942941
2024-07-22,2.4475910051386958
2024-07-23,2.449906659612119
2024-07-24,2.384184338010685
2024-07-25,2.457152067537324
2024-07-26,2.5066664101542675
2024-07-27,2.5585266876325887
2024-07-28,2.5083618010006417
2024-07-29,2.5969278203125454
2024-07-30,2.517215117200746
2024-07-31,2.5568249034845003
2024-08-01,2.692650601688836
2024-08-02,2.637616782836733
2024-08-03,2.6080372797163047
2024-08-04,2.6184147222773007
2024-08-05,2.5926045436860665
2024-08-06,2.5039630984778363
2024-08-07,2.5124752376219357
2024-08-08,2.453135375454107
2024-08-09,2.4859492819479554
2024-08-10,2.435182188549665
2024-08-11,2.532576613506455
2024-08-12,2.4899797766220186
2024-08-13,2.475054446305416
2024-08-14,2.5282638400033335
2024-08-15,2.4588103416730345
2024-08-16,2.4768562984050195
2024-08-17,2.5596832243177032
2024-08-18,2.467632590899767
2024-08-19,2.483108983067443
2024-08-20,2.503100311378086
2024-08-21,2.5544080443404624
2024-08-22,2.484589362343515
2024-08-23,2.4097603262141964
2024-08-24,2.445475180806948
2024-08-25,2.467692621856677
2024-08-26,2.4871205535331673
2024-08-27,2.5123058067587234
2024-08-28,2.4759026841197516
2024-08-29,2.4942362666051494
2024-08-30,2.5162189756588074
2024-08-31,2.4777562512329636
2024-09-01,2.5941010825573865
2024-09-02,2.6269294184678316
2024-09-03,2.5598495692914103
2024-09-04,2.603641146465178
2024-09-05,2.549558606907276
2024-09-06,2.601182043787561
2024-09-07,2.675096139183743
2024-09-08,2.630253560738378
2024-09-09,2.692454489148775
2024-09-10,2.7216197054207028
2024-09-11,2.77534167567611
2024-09-12,2.8935476152910846
2024-09-13,2.88322268898665
2024-09-14,2.8423968797809382
2024-09-15,2.7934243746591445
2024-09-16,2.748874118216956
2024-09-17,2.748646376307847
2024-09-18,2.7735138554525838
2024-09-19,2.7945136640681225
2024-09-20,2.848543019666021
2024-09-21,2.853721493834434
2024-09-22,2.9453318991196102
2024-09-23,2.933850849781071
2024-09-24,3.1014593604321856
2024-09-25,3.143397761953824
2024-09-26,3.0963666692245844
2024-09-27,3.0365114799966553
2024-09-28,3.069858185566984
2024-09-29,3.0608487791031704
2024-09-30,3.108087169404434
2024-10-01,3.140879787534584
2024-10-02,3.1409084134309095
2024-10-03,3.0944991510025432
2024-10-04,3.008006678177129
2024-10-05,2.9856141417088455
2024-10-06,3.0413964300239913
2024-10-07,3.0586404153275417
2024-10-08,2.98829444926056
2024-10-09,3.0030836654673685
2024-10-10,3.0306010689068366
2024-10-11,2.981967983390506
2024-10-12,2.9955898504029754
2024-10-13,3.003480734165473
2024-10-14,2.9393008769513735
2024-10-15,2.9651664792280084
2024-10-16,3.00321191146584
2024-10-17,3.072593346712094
2024-10-18,3.140219830489926
2024-10-19,3.061958029068238
2024-10-20,3.0100868873290683
2024-10-21,3.0453873640173255
2024-10-22,3.080612881727796
2024-10-23,3.115914103561897
2024-10-24,3.351476353656918
2024-10-25,3.3901281449542457
2024-10-26,3.4626604440208197
2024-10-27,3.524298910486149
2024-10-28,3.567780746220235
2024-10-29,3.553262952197552
2024-10-30,3.6031994660828857
2024-10-31,3.5612283138663683
2024-11-01,3.5514175581177057
2024-11-02,3.5266941059036974
2024-11-03,3.5360049149226143
2024-11-04,3.679282789578763
2024-11-05,3.571645238678995
2024-11-06,3.617219210757204
2024-11-07,3.5248546191415624
2024-11-08,3.500937067849934
2024-11-09,3.5706724643237138
2024-11-10,3.5789276261251795
2024-11-11,3.5186613001051588
2024-11-12,3.4801414382052984
2024-11-13,3.525315663797117
2024-11-14,3.485892026549826
2024-11-15,3.5032779025804817
2024-11-16,3.510410573630449
2024-11-17,3.4757129134298377
2024-11-18,3.608747919445095
2024-11-19,3.651181421439914
2024-11-20,3.5340712268961942
2024-11-21,3.5496568464380975
2024-11-22,3.5143480192077323
2024-11-23,3.569892379951243
2024-11-24,3.526739496301019
2024-11-25,3.5242536704687426
2024-11-26,3.5589512678633084
2024-11-27,3.615294940169253
2024-11-28,3.547675516401644
2024-11-29,3.5320038029069245
2024-11-30,3.507905444893005
2024-12-01,3.4731040515943206
2024-12-02,3.583429666666923
2024-12-03,3.612126929980319
2024-12-04,3.5408722533759542
2024-12-05,3.6003423308549785
2024-12-06,3.732070063331473
2024-12-07,3.798416339620281
2024-12-08,3.7116525023187776
2024-12-09,3.68699681860254
2024-12-10,3.767409848209475
2024-12-11,3.7293480409280857
2024-12-12,3.7603755672725976
2024-12-13,3.811251971134095
2024-12-14,3.760034503495148
2024-12-15,3.7608613427871775
2024-12-16,3.5707836630387706
2024-12-17,3.513718765214451
2024-12-18,3.502963036786599
2024-12-19,3.4324944065244454
2024-12-20,3.5348374454160814
2024-12-21,3.4534273233941812
2024-12-22,3.4314230148481
2024-12-23,3.4436658101410034
2024-12-24,3.5345405681407085
2024-12-25,3.4527871997256794
2024-12-26,3.526975385510715
2024-12-27,3.531987729827627
2024-12-28,3.477495571420488
2024-12-29,3.509620140532022
2024-12-30,3.5259620829221676
2024-12-31,3.4943474309483786
2025-01-01,3.502933916703517
2025-01-02,3.484213461547549
2025-01-03,3.495422862918362
2025-01-04,3.5395490640453624
2025-01-05,3.639108433669821
2025-01-06,3.569237864395948
2025-01-07,3.7016182275310614
2025-01-08,3.5888913202154487
2025-01-09,3.5841825751690513
2025-01-10,3.6238799682138643
2025-01-11,3.645137840933704
2025-01-12,3.612174230400206
2025-01-13,3.604085256034507
2025-01-14,3.5789035606107147
2025-01-15,3.5479400358497997
2025-01-16,3.5951178010153235
2025-01-17,3.6127403695174887
2025-01-18,3.567367433146112
2025-01-19,3.6175450650163685
2025-01-20,3.632184675613227
2025-01-21,3.6771580420878274
2025-01-22,3.711137411947507
2025-01-23,3.6575993506364446
2025-01-24,3.620190127568889
2025-01-25,3.6612293832205465
2025-01-26,3.6940532384908167
2025-01-27,3.6890007821972306
2025-01-28,3.69224206454002
2025-01-29,3.7651035976315876
2025-01-30,3.7258109536457
2025-01-31,3.7548384358601647
2025-02-01,3.738908516058393
2025-02-02,3.722049283209022
2025-02-03,3.7841775336725156
2025-02-04,3.8299041539560594
2025-02-05,3.874916371460361
2025-02-06,3.949446739233883
2025-02-07,3.946908609076111
2025-02-08,3.984027426698071
2025-02-09,3.961613060646726
2025-02-10,3.9772646811402947
2025-02-11,3.9656577372224957
2025-02-12,3.967679134466321
